SampleID,SampleRowID,StationCode,SampleDate,SampleTime,MethodCode,GearID,GearConditionCode,SampleAltered,WeatherCode,VegetationRank,MicrocystisVisualRank,YSI Handheld #,WaterTemperature,Secchi,Too Clear For Secchi,Conductivity,SpCnd,DO,pH,Turbidity,Entered By,Checked By,UserName,AgencyCode,s_ColLineage,s_Generation,s_Lineage,DataCorrectionComments
8583,{DB5F3037-DFEC-4A52-B14D-7E93B685AD38},PCS,5/15/2019,12:26:00 PM,FKTR,FKTR,1,No,RAN,1,,1,19.50,0.22,FALSE,671,751,6.44,7.98,49.60,AS,AC,,,,,,
8584,{6D39A6ED-A6E1-496B-8E63-31424BB13D32},STTD,5/15/2019,10:47:00 AM,RSTR,RSTR8,1,No,RAN,1,,1,19.20,0.19,FALSE,671,755,6.22,8.01,54.50,AS,AC,,,,,,
8585,{E3FAC0D3-9F09-442D-BF8E-64850B2A1EFA},BL4,5/15/2019,9:45:00 AM,BSEIN,SEIN50,1,No,RAN,2,,1,19.20,0.19,FALSE,670,754,6.12,7.99,58.30,AS,AC,,,,,,
8586,{3E1A48DA-16F8-4433-B37E-39160FA860C9},BL5,3/13/2019,10:14:00 AM,BSEIN,SEIN50,1,No,CLR,1,,1,10.80,0.11,FALSE,102,140,10.21,7.62,80.60,AS,AC,,,,,,
8587,{99622996-E8ED-4CAE-8C95-CF13163B4E95},STTD,3/14/2019,12:00:00 PM,RSTR,RSTR8,1,No,CLR,,,1,10.50,0.17,FALSE,108,149,10.38,7.68,63.00,AS,AC,,,,,,
8588,{E722D192-BFD6-43AA-B57D-B977AB9CF26D},STTD,3/14/2019,10:29:00 AM,RSTR,RSTR8,1,No,CLR,1,,1,10.20,0.15,FALSE,107,149,10.44,7.67,56.90,AS,AC,,,,,,
8589,{B0B4C7CD-CB4E-43CB-972B-1A0F664ABAFF},BL2,3/19/2019,12:28:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,14.60,0.39,FALSE,142,177,9.37,7.63,23.70,AS,AC,,,,,,
8590,{934F652C-470F-432A-8EF0-26C45A1B82E6},BL1,3/19/2019,12:55:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,14.90,0.35,FALSE,153,190,9.51,7.69,24.10,AS,AC,,,,,,
8591,{ABF26AFF-EFB9-4605-89B3-587D897ED3DD},PCS,3/19/2019,12:55:00 PM,FKTR,FKTR,1,No,CLD,1,,1,14.90,0.35,FALSE,153,190,9.51,7.69,24.10,AS,AC,,,,,,One WHC FL 189 added.
8592,{7E750360-B986-4863-A6D6-6051EF9EC761},LIHFS,3/19/2019,1:38:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,15.40,0.33,FALSE,154,189,9.42,7.66,21.40,AS,AC,,,,,,
8593,{08594421-96C1-4B00-BA53-3D34B548E108},STTD,3/19/2019,10:56:00 AM,RSTR,RSTR8,1,No,CLD,1,,1,13.50,0.26,FALSE,128,164,9.09,7.51,25.40,AS,AC,,,,,,Gear and veg conditions of 1 added. One MQF FL33 changed from Dead to Alive.SHRK FL28 and FL30 changed from Alive to Dead. Genetics taken added to UNK 53.
8594,{5AC77B42-75AB-4630-8434-47891C719538},PCS,3/20/2019,1:22:00 PM,FKTR,FKTR,1,No,RAN,1,,3,14.40,0.31,FALSE,202,254,9.46,7.88,24.10,JR,AC,,,,,,WHC FL198 changed to FL192
8595,{DCD91E96-A0B7-48E3-AB2E-585E305B869D},STTD,3/20/2019,12:24:00 PM,RSTR,RSTR8,2,No,RAN,1,,3,14.30,0.22,FALSE,170,213,9.01,7.74,27.40,JR,AC,,,,,,
8596,{E2852151-6446-4E40-BD17-816B1DDDF639},PCS,3/21/2019,2:00:00 PM,FKTR,FKTR,1,No,CLR,1,,3,15.60,0.35,FALSE,263,320,9.81,8.30,22.90,JR,AC,,,,,,
8597,{C1169202-51F2-4491-8E34-07E5B2911753},BL5,3/21/2019,12:59:00 PM,BSEIN,SEIN50,1,No,CLR,1,,3,16.70,0.39,FALSE,217,258,10.06,8.30,21.10,JR,AC,,,,,,
8598,{92BBF983-4175-469D-90C5-3DEEA3EA4304},PCS,5/21/2019,12:53:00 PM,FKTR,FKTR,1,No,CLD,,,1,17.80,0.17,FALSE,437,507,7.69,7.89,43.60,AC,JR,,,,,,
8599,{D7F74D13-F79A-475C-A9CA-E9649CB38207},PCS,3/22/2019,3:20:00 PM,FKTR,FKTR,1,No,RAN,1,,3,14.80,0.39,FALSE,288,358,9.71,8.59,27.50,JR,AC,,,,,,Condition and vegetation code of 1 added .
8600,{C2FBFAFB-6E90-40E3-8793-613FC171729C},PCS,3/25/2019,11:10:00 AM,FKTR,FKTR,1,No,CLD,1,,3,14.60,0.33,FALSE,330,412,9.85,8.14,23.30,JR,AC,,,,,,
8601,{6C552E5F-169A-4764-8674-A23627FF7A51},AL4,3/26/2019,2:35:00 PM,BSEIN,SEIN50,2,No,CLR,2,,1,16.40,0.27,FALSE,390,466,14.88,8.73,30.50,JR,AC,,,,,,Vegetation rank of 2 added.
8602,{A7761D26-33BD-419A-9D51-79EBF9CB4FE3},AL3,3/26/2019,3:03:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,16.30,0.32,FALSE,394,472,12.17,8.48,25.80,JR,AC,,,,,,
8603,{B7EAFB07-A8E2-42EB-8A13-4CDAFA2EDF9A},STTD,3/26/2019,10:26:00 AM,RSTR,RSTR8,1,No,CLD,1,,1,14.20,0.29,FALSE,345,435,9.11,8.09,21.80,JR,AC,,,,,,
8604,{2DD35AA1-3236-423E-B8C7-9582A6EE8C64},RD22,4/15/2019,11:16:00 AM,BSEIN,SEIN50,2,No,CLD,1,,1,12.30,0.32,FALSE,99,131,10.28,7.80,26.40,AC,CS,,,,,,
8605,{4BED4D6A-DFFD-4FB5-8A21-8C5FEB1BAA56},YBI80,4/15/2019,12:23:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,16.20,,FALSE,704,846,8.69,7.95,13.40,AC,CS,,,,,,
8606,{C52872DF-540B-4E32-AF08-9720E3D26504},STTD,4/15/2019,12:14:00 PM,RSTR,RSTR8,1,No,RAN,1,,3,,0.21,FALSE,,,13.16,7.78,39.90,AC,JR,,,,,,Entered YSI # and corrected Secchi Depth
8607,{514174C8-FE18-4BED-949D-1DAC071F9159},PCS,4/15/2019,1:13:00 PM,FKTR,FKTR,,No,CLD,,,3,,0.39,FALSE,,,9.85,7.83,27.50,AC,JR,,,,,,
8608,{EFDEB67A-E0D7-45F4-8E36-B0B84986EC94},PCS,4/16/2019,10:41:00 AM,FKTR,FKTR,1,No,CLD,1,,1,13.50,0.38,FALSE,115,147,10.32,8.01,23.00,AC,CS,,,,,,
8609,{2418B73C-5A4E-48A6-AA83-DBB894797D15},BL5,4/17/2019,11:30:00 AM,BSEIN,SEIN50,3,No,CLR,3,,1,16.80,0.33,FALSE,126,150,11.28,8.38,25.30,AC,CS,,,,,,
8610,{5708C88D-D1DF-4989-8A4B-CE0CB34487A3},BL2,3/26/2019,12:35:00 PM,BSEIN,SEIN50,1,No,CLR,1,,1,15.50,0.43,FALSE,381,465,11.56,8.37,22.00,AC,CS,,,,,,
8611,{AB0F6281-2FD6-40B8-9F4E-EDAC76A2A5F1},PCS,3/26/2019,1:11:00 PM,FKTR,FKTR,1,No,CLD,1,,1,14.70,0.27,FALSE,377,470,9.78,8.20,26.70,AC,CS,,,,,,
8612,{DF54F08D-FAF7-47E5-8356-DDB889A96C88},LIHFS,3/27/2019,1:57:00 PM,BSEIN,SEIN50,1,No,RAN,1,,,15.10,0.33,FALSE,369,456,11.69,8.52,28.80,AC,CS,,,,,,
8613,{98E19E0B-E457-40B8-AF85-C1989FDC7563},BL4,3/27/2019,11:00:00 AM,BSEIN,SEIN50,4,No,CLD,1,,,15.30,0.38,FALSE,360,443,9.27,8.13,20.80,AC,CS,,,,,,
8614,{768450FD-A3CE-44C6-B7FC-070DAAFE2750},PCS,3/27/2019,1:17:00 PM,FKTR,FKTR,1,No,RAN,1,,,15.20,0.41,FALSE,380,467,9.73,8.25,28.80,AC,CS,,,,,,
8615,{1B744349-F7D2-4114-B5BC-C2DB61064618},STTD,3/28/2019,11:03:00 AM,RSTR,RSTR8,3,No,CLD,3,,1,14.00,0.28,FALSE,349,441,9.02,8.13,23.30,AC,CS,,,,,,
8616,{445B078F-E4C5-49AE-8B5F-04715F7F7BF7},STTD,3/29/2019,10:47:00 AM,RSTR,RSTR8,2,No,CLR,2,,1,14.00,0.36,FALSE,346,438,9.24,8.15,21.40,AC,CS,,,,,,
8617,{0B1AD1A4-A156-4546-A379-5BEC244EDD3C},PCS,3/29/2019,11:37:00 AM,FKTR,FKTR,1,No,CLR,1,,,14.20,0.28,FALSE,367,463,9.89,8.27,28.60,AC,CS,,,,,,
8618,{4AF6E5D2-C2A8-4CAC-97CF-908870F567C2},STTD,4/2/2019,10:23:00 AM,RSTR,RSTR8,1,No,RAN,1,,3,15.20,0.3,FALSE,160,197,8.38,7.69,29.70,AC,CS,,,,,,Added gear condition code.
8619,{6168340C-BA1A-4D50-915E-87D33631DED9},PCS,4/2/2019,9:28:00 AM,FKTR,FKTR,1,No,CLD,1,,3,14.50,0.3,FALSE,160,201,8.87,7.81,30.00,AC,CS,,,,,,
8620,{0543FB29-A248-459B-9224-FDE5579E401E},BL4,4/2/2019,11:51:00 AM,BSEIN,SEIN50,1,No,RAN,1,,3,15.50,0.28,FALSE,161,196,8.87,7.92,28.60,AC,CS,,,,,,
8621,{0B02D05E-D6DB-4AE8-AECD-304770EC9C79},RD22,4/3/2019,12:58:00 PM,BSEIN,SEIN50,4,No,CLD,,,1,15.50,0.23,FALSE,313,382,9.44,8.14,33.20,AC,CS,,,,,,
8622,{15ABA286-E109-4AB6-BCEB-A9AFA0F0AFE4},YBI80,4/3/2019,2:04:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,19.90,0.34,FALSE,585,648,12.69,8.30,25.10,AC,CS,,,,,,
8623,{3E53D4C4-8C41-49EE-905E-8289A6EAD5D0},YBI80,4/3/2019,2:04:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,19.90,,FALSE,585,648,12.69,8.30,25.10,AC,CS,,,,,,
8624,{4580D64E-4339-474C-9E27-0539B4353C4A},PCS,4/3/2019,1:22:00 PM,FKTR,FKTR,2,No,CLD,1,,3,15.00,0.35,FALSE,207,255,9.16,8.08,24.30,AC,CS,,,,,,Corrected pH from 8.98 to 8.08.
8625,{C30A3B8B-E7FF-4B4F-AE57-BCDB3CA23159},STTD,4/3/2019,10:25:00 AM,RSTR,RSTR8,4,No,CLD,4,,3,14.90,0.35,FALSE,182,225,8.83,7.84,24.80,AC,JR,,,,,,
8626,{01121446-DE13-401D-8701-43110B555B62},STTD,4/3/2019,12:30:00 PM,RSTR,RSTR8,1,No,CLD,1,,3,15.30,0.29,FALSE,183,224,9.15,8.07,25.10,AC,,,,,,,
8627,{66AA4179-E56B-4C2B-A45D-662DCF367C35},AL1,4/4/2019,12:52:00 PM,BSEIN,SEIN50,1,No,CLD,2,,1,16.60,0.37,FALSE,296,353,10.95,8.41,23.40,AC,,,,,,,
8628,{9A33BEE0-3147-4AB9-93CF-8EDBC435C36D},PCS,4/4/2019,11:30:00 AM,FKTR,FKTR,2,No,CLD,1,,1,15.50,0.36,FALSE,288,351,9.10,8.09,24.40,AC,JR,,,,,,Added CHC (FL 529)
8629,{6E3D62A9-9527-461B-9543-5B0ECB55DC4C},PCS,4/5/2019,12:20:00 PM,FKTR,FKTR,2,No,RAN,1,,3,15.10,0.45,FALSE,229,283,9.15,7.89,19.40,AC,JR,,,,,,"Added Status, Tide, and comments to FKTR Information"
8630,{1187BFC7-4E82-434B-9331-2D7FCD55EF04},PCS,4/8/2019,11:43:00 AM,FKTR,FKTR,1,No,CLD,1,,3,17.30,0.32,FALSE,127,149,12.29,8.79,23.70,AC,JR,,,,,,
8631,{E7622F5F-A92F-44A2-80D7-89592A6511E1},STTD,4/8/2019,11:07:00 AM,RSTR,RSTR8,1,No,CLD,1,,3,16.60,0.32,FALSE,161,191,8.73,7.75,22.80,AC,JR,,,,,,
8632,{4D514E51-F369-467B-B963-7D71FA20AEDD},BL3,4/9/2019,11:31:00 AM,BSEIN,SEIN50,1,No,CLR,1,,1,16.50,0.38,FALSE,134,160,9.60,7.95,23.10,AC,JR,,,,,,
8633,{96E8897E-BCF0-4880-A883-1CE8B2D1326B},STTD,4/9/2019,10:50:00 AM,RSTR,RSTR8,4,No,CLR,4,,1,16.40,0.34,FALSE,138,165,8.96,7.82,22.90,AC,JR,,,,,,
8634,{2DF3B27C-C794-4B48-BFEC-A807BE87C2E3},AL3,4/9/2019,2:28:00 PM,BSEIN,SEIN50,1,No,CLR,1,,1,16.10,0.2,FALSE,125,150,10.70,8.23,49.00,AC,JR,,,,,,
8635,{5AC9447E-65A8-4FA0-BA2E-14F037C1C4D2},PCS,4/9/2019,1:00:00 PM,FKTR,FKTR,2,No,CLR,1,,1,16.70,0.4,FALSE,125,148,12.49,8.83,21.70,AC,JR,,,,,,
8636,{732C45F9-3F24-4BA0-8C5B-0CDB92886A53},PCS,4/10/2019,2:30:00 PM,FKTR,FKTR,1,No,CLR,1,,3,14.90,0.23,FALSE,105,130,10.68,8.49,39.30,AC,JR,,,,,,
8637,{6A7738AF-B068-439B-9AE4-BAE66A7A191F},BL5,4/10/2019,12:13:00 PM,BSEIN,SEIN50,1,No,CLR,2,,3,15.40,0.2,FALSE,109,133,9.86,8.15,28.20,AC,JR,,,,,,
8638,{3CD17373-97E6-436B-A77A-EDDEF14AD47D},PCS,4/11/2019,11:29:00 AM,FKTR,FKTR,1,No,CLD,1,,3,14.40,0.25,FALSE,102,128,11.49,8.61,25.60,AC,JR,,,,,,Corrected Tide info
8639,{D63D622E-2D48-4D21-B86F-6C6A8804FA72},PCS,4/12/2019,11:45:00 AM,FKTR,FKTR,1,No,CLR,1,,3,14.70,0.22,FALSE,105,130,11.32,8.61,36.10,AC,CS,,,,,,
8640,{E47AD10D-2E40-4701-AB14-E82519106626},BL3,4/17/2019,12:32:00 PM,BSEIN,SEIN50,1,No,CLR,1,,1,15.80,0.38,FALSE,127,154,9.93,7.95,22.80,AC,CS,,,,,,
8641,{F262BC59-E55F-4BF5-B137-7B880EF70969},PCS,4/17/2019,1:22:00 PM,FKTR,FKTR,1,No,CLR,1,,1,16.70,0.42,FALSE,131,156,11.28,8.36,20.20,AC,CS,,,,,,
8642,{4F7655A4-EE7A-4D67-91ED-D4026348877B},PCS,4/18/2019,2:30:00 PM,FKTR,FKTR,1,No,CLR,1,,1,17.00,0.41,FALSE,131,155,10.21,8.00,20.20,AC,CS,,,,,,
8643,{29C7FFD5-3E24-4E6C-A91E-538FC9E5C824},AL4,4/18/2019,3:50:00 PM,BSEIN,SEIN50,1,No,CLR,1,,1,18.30,0.46,FALSE,137,157,11.89,8.57,19.50,AC,CS,,,,,,
8644,{6FE984B8-1C06-4F40-8726-398EC46F86F4},AL3,4/19/2019,1:25:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,19.90,0.4,FALSE,176,195,12.49,8.71,20.80,AC,CS,,,,,,
8645,{CFC4346B-F8D8-42B3-B730-0073E2BA467C},PCS,4/19/2019,12:21:00 PM,FKTR,FKTR,1,No,CLD,1,,1,18.10,0.41,FALSE,160,184,10.00,8.16,18.50,AC,CS,,,,,,
8646,{69A16672-97ED-42CC-AFA2-23C04A79CDEC},LIHFS,4/22/2019,12:14:00 PM,BSEIN,SEIN50,1,No,CLR,1,,1,21.50,,FALSE,448,480,13.05,8.71,18.80,AC,CS,,,,,,
8647,{D5D7EBBB-B5BA-498D-8DB5-DAFBF150B5F2},AL3,4/22/2019,11:51:00 AM,BSEIN,SEIN50,1,No,CLR,1,,1,19.10,0.37,FALSE,443,499,8.84,8.29,27.50,AC,CS,,,,,,
8648,{430063E1-F0D7-4C13-8417-4F3359B921C5},AL2,4/22/2019,11:27:00 AM,BSEIN,SEIN50,1,No,CLR,1,,1,20.10,0.24,FALSE,491,541,9.30,8.35,34.60,AC,CS,,,,,,
8649,{8449DC6D-F5BA-4418-B46E-822BA0875435},FW1,4/22/2019,9:30:00 AM,BSEIN,SEIN50,4,No,CLR,4,,,,,FALSE,,,,,,AC,CS,,,,,,
8650,{F498A41A-62F0-4A1E-A944-856C234B39F8},STTD,4/22/2019,10:52:00 AM,RSTR,RSTR8,1,No,CLR,1,,3,17.80,0.33,FALSE,283,328,8.11,8.02,23.10,AC,CS,,,,,,
8651,{32E54DAD-AC64-467D-861F-66ED792D33C7},PCS,4/22/2019,11:35:00 AM,FKTR,FKTR,1,No,CLR,1,,3,18.40,0.22,FALSE,359,410,8.90,8.48,59.20,AC,CS,,,,,,
8652,{A6FF718D-B953-41C2-9C8E-A71D7EF15D49},PCS,4/23/2019,2:20:00 PM,FKTR,FKTR,2,No,CLR,1,,2,20.90,0.35,FALSE,478,519,8.35,8.32,27.30,AC,CS,,,,,,
8653,{48AACD5D-9A93-4DCC-B4CB-94E504BC5AAE},STTD,4/26/2019,10:59:00 AM,RSTR,RSTR8,1,No,CLR,1,,1,22.40,0.2,FALSE,507,534,5.67,7.90,29.20,AC,CS,,,,,,
8654,{4AAE32C2-E637-42CA-8EEC-20551DF43715},STTD,4/26/2019,11:59:00 AM,RSTR,RSTR8,1,No,CLR,1,,1,22.30,0.21,FALSE,506,533,5.63,7.90,29.20,AC,CS,,,,,,
8655,{1B8DB917-342C-48C3-8239-F333F69EE2DD},BL5,4/11/2019,12:09:00 PM,BSEIN,SEIN50,1,No,CLD,2,,1,16.10,,FALSE,732,881,10.99,8.13,59.20,AC,JR,,,,,,Corrected width of seine
8656,{327BF888-9A86-4ECF-8CD8-D0255864F3A3},SB2,4/3/2019,1:21:00 PM,BSEIN,SEIN50,1,No,CLD,1,,1,19.90,,FALSE,125,138,11.75,8.95,12.80,AC,JR,,,,,,
8657,{73C279A2-C2E1-4F2E-971A-297AE3CFA162},SB2,4/15/2019,11:46:00 AM,BSEIN,SEIN50,1,No,CLD,1,,1,13.40,,FALSE,93,120,10.78,7.93,16.50,AC,JR,,,,,,
8658,{47462A91-7908-4CCF-84DF-E4D6F52196A2},RD22,4/22/2019,9:53:00 AM,BSEIN,SEIN50,4,No,CLR,1,,1,18.30,0.32,FALSE,550,630,7.37,8.12,27.30,AC,,,,,,,
8659,{0F92AC13-1B4E-46E4-9C65-C0E7A8F11A86},SB2,4/22/2019,10:05:00 AM,BSEIN,SEIN50,4,No,CLR,4,,,,,FALSE,,,,,,AC,JR,,,,,,
8660,{7A74A835-55CC-4E27-A55B-6487385834CF},STTD,4/29/2019,10:19:00 AM,RSTR,RSTR8,1,No,CLR,1,,1,19.70,0.23,FALSE,506,562,6.21,8.01,47.00,AC,JR,,,,,,
8661,{9BA96C93-7FEC-4A69-90AA-D582A7FF4442},STTD,4/29/2019,11:19:00 AM,RSTR,RSTR8,1,No,CLR,1,,1,19.70,0.23,FALSE,506,562,6.21,8.01,45.60,AC,JR,,,,,,
8662,{6CD15BDA-B403-482E-A08B-988DF7FE214E},PCS,4/29/2019,12:59:00 PM,FKTR,FKTR,1,No,CLR,2,,1,20.90,0.18,FALSE,535,580,6.41,8.00,46.50,AC,,,,,,,"Time entered as 15:59, corrected to recorded time of 12:59"
8663,{04E0A322-CA24-462D-8078-A62DD6D8F5D0},BL1,4/30/2019,1:46:00 PM,BSEIN,SEIN50,2,No,CLD,1,,2,20.10,0.17,FALSE,558,616,7.03,7.53,46.10,AC,JR,,,,,,
8664,{1235C5EB-B988-4B6F-8B43-6BF591798C58},PCS,4/30/2019,1:16:00 PM,FKTR,FKTR,1,No,CLD,1,,2,20.10,0.17,FALSE,558,616,7.03,7.53,46.10,AC,JR,,,,,,
8665,{BED60B94-E7DD-4A25-B37F-B6701A3507F2},BL4,4/30/2019,11:04:00 AM,BSEIN,SEIN50,1,No,CLR,1,,2,19.60,0.24,FALSE,516,575,6.94,7.48,44.30,AC,JR,,,,,,
8666,{108A5752-8B96-47EE-B475-CF5D6CC14CBD},BL5,4/30/2019,10:27:00 AM,BSEIN,SEIN50,2,No,CLD,3,,2,18.50,0.3,FALSE,398,454,11.78,7.87,26.70,AC,JR,,,,,,
8667,{5233FA33-8CD6-4BA8-8C28-BCB244F31EE4},STTD,4/30/2019,9:55:00 AM,RSTR,RSTR8,1,No,CLD,1,,2,19.50,0.24,FALSE,511,571,6.77,7.40,45.20,AC,JR,,,,,,
8668,{FD951A66-DB52-4B75-BFF6-EE08954691D3},STTD,5/1/2019,11:00:00 AM,RSTR,RSTR8,1,No,CLR,1,,2,19.90,0.17,FALSE,543,602,6.01,7.45,50.60,AC,JR,,,,,,
8669,{55197456-EFFE-43D3-A484-CF262C39C0D1},YB,5/1/2019,9:28:00 AM,BSEIN,SEIN50,4,No,CLR,4,,2,17.40,,FALSE,739,865,1.07,6.73,14.30,AC,JR,,,,,,
8670,{79B9722F-F3FF-43CA-95F2-C0324F6A1E54},BL3,5/1/2019,11:27:00 AM,BSEIN,SEIN50,1,No,CLR,1,,2,20.80,0.18,FALSE,568,617,6.12,7.47,39.80,AC,JR,,,,,,
8671,{30058101-089C-4A02-9237-522F17E3E762},AL3,5/1/2019,3:05:00 PM,BSEIN,SEIN50,4,No,CLR,2,,2,21.90,0.18,FALSE,638,678,5.68,7.49,46.00,AC,JR,,,,,,
8672,{FE9EDD51-CEF1-43FE-A535-4E6C13FBD7CB},PCS,5/2/2019,12:24:00 PM,FKTR,FKTR,1,No,CLR,1,,2,21.20,0.19,FALSE,574,619,5.80,7.37,44.30,AC,JR,,,,,,
8673,{EFC4E679-64A5-474C-A8A5-13377D083E04},BL2,5/2/2019,10:17:00 AM,BSEIN,SEIN50,1,No,CLR,1,,2,20.40,0.18,FALSE,556,610,5.47,7.34,43.70,AC,JR,,,,,,
8674,{2A617283-277D-4D87-852B-FA94DB2BD03E},STTD,5/2/2019,9:47:00 AM,RSTR,RSTR8,1,No,CLR,1,,2,20.30,0.2,FALSE,555,610,5.58,7.38,40.50,AC,,,,,,,
8675,{B0325F07-F426-4AF4-B877-AB3CE0CFFB13},STTD,5/6/2019,9:36:00 AM,RSTR,RSTR8,1,No,CLD,1,,2,19.30,0.19,FALSE,566,635,6.30,7.37,38.80,AC,JR,,,,,,
8676,{890FE4C1-5C9B-438A-93BD-03B067949CAC},PCS,5/6/2019,12:18:00 PM,FKTR,FKTR,1,No,CLD,1,,2,20.40,0.19,FALSE,603,662,6.63,7.43,42.30,AC,JR,,,,,,
8677,{ED71D891-A456-4EE6-9A2D-433EDCC75A19},STTD,5/6/2019,11:01:00 AM,RSTR,RSTR8,1,No,CLD,1,,2,19.50,0.19,FALSE,571,637,6.13,7.51,44.00,AC,JR,,,,,,
8678,{A150FC28-C87F-409B-868A-3B6D08F80E6B},PCS,5/7/2019,2:18:00 PM,FKTR,FKTR,1,No,CLR,1,,2,21.00,0.24,FALSE,629,681,6.64,7.86,37.30,AC,JR,,,,,,
8679,{4BD98A5B-8879-473C-AF16-89D3931B7B08},STTD,4/18/2019,11:12:00 AM,RSTR,RSTR8,1,No,CLR,1,,1,16.60,0.37,FALSE,133,158,9.30,7.79,21.80,AC,JR,,,,,,Corrected MQF 355 to MQF 35
8680,{F9DE285A-11AD-44B3-B47A-341CFCD2A70B},PCS,3/28/2019,12:09:00 PM,FKTR,FKTR,1,No,CLD,,,1,14.50,0.31,FALSE,370,463,9.50,8.24,28.30,AC,JR,,,,,,
8681,{9AD1982C-4A3D-4988-A7B7-7A862B6D948A},BL1,4/18/2019,1:38:00 PM,BSEIN,SEIN50,1,No,CLR,1,,1,17.00,0.41,FALSE,131,155,10.21,8.00,20.20,AC,JR,,,,,,
8682,{1FCB4E8C-B7A2-41F2-9C13-369AFB5FF98A},LIHFS,4/18/2019,3:05:00 PM,BSEIN,SEIN50,1,No,CLR,1,,1,18.00,0.4,FALSE,136,156,10.60,8.12,24.00,AC,JR,,,,,,
8683,{3C197730-B6FD-4F3F-8D29-B56A83AB719C},STTD,5/1/2019,12:00:00 PM,RSTR,RSTR8,1,No,CLR,1,,2,19.90,0.17,FALSE,543,602,6.01,7.45,50.60,AC,JR,,,,,,
8684,{DF54BBCB-91B3-43E2-9783-DF8682327409},STTD,4/30/2019,11:53:00 AM,RSTR,RSTR8,1,No,CLD,1,,2,19.70,0.17,FALSE,523,581,6.88,7.49,47.80,AC,JR,,,,,,Adjusted SPLT live and dead plus count
8685,{1D0E40CA-3B47-4B02-98A1-7BF7BABC916F},STTD,5/7/2019,1:22:00 PM,RSTR,RSTR8,1,No,CLR,1,,2,20.10,0.21,FALSE,584,645,6.44,7.85,41.10,AC,,,,,,,
8686,{7ED88ACA-F565-4114-B3CF-3F17739B5488},PCS,5/8/2019,12:09:00 PM,FKTR,FKTR,1,No,CLR,1,,1,21.10,0.21,FALSE,686,741,6.47,7.90,43.30,AC,,,,,,,Corrected FL for BKS
8687,{DE353062-EE5B-4ECC-85A0-D040A679F7A6},STTD,5/8/2019,10:35:00 AM,RSTR,RSTR8,2,No,CLR,3,,1,19.50,0.24,FALSE,557,623,7.27,8.04,29.80,AC,JR,,,,,,
8688,{0B86A0BC-87F4-43FB-971A-ABB1137A2F75},PCS,5/9/2019,1:15:00 PM,FKTR,FKTR,1,No,CLR,1,,1,21.40,0.25,FALSE,730,783,6.53,7.93,32.60,AC,CS,,,,,,
8689,{59E307C8-65D8-492C-9D7A-776117D565F8},PCS,5/10/2019,11:34:00 AM,FKTR,FKTR,1,No,CLR,1,,1,21.30,0.24,FALSE,729,785,7.03,7.99,36.90,AC,CS,,,,,,
8690,{807E58DA-A9DB-463F-988C-562A74BB3831},STTD,5/10/2019,10:25:00 AM,RSTR,RSTR8,1,No,CLR,1,,1,20.30,0.22,FALSE,563,618,7.26,8.04,28.70,AC,CS,,,,,,
8691,{560F2A3C-AC92-4238-8CF2-02B38DEB3AE4},PCS,5/13/2019,1:35:00 PM,FKTR,FKTR,1,No,CLD,1,,1,22.20,0.22,FALSE,733,776,7.75,8.06,41.80,AC,CS,,,,,,
8692,{8AACF057-E546-4E35-8D1D-4C1CCFDEF5DA},STTD,5/13/2019,12:50:00 PM,RSTR,RSTR8,1,No,CLD,1,,1,20.80,0.23,FALSE,690,749,6.49,8.05,38.30,AC,CS,,,,,,
8693,{3D5970FC-5F5B-461B-A001-2BB48D8B0841},STTD,5/14/2019,1:25:00 PM,RSTR,RSTR8,1,No,CLD,1,,1,20.00,0.2,FALSE,678,750,6.33,7.99,42.40,AC,JR,,,,,,
8694,{2BF219A1-7602-4402-8259-B65EC800D653},BL3,5/14/2019,9:58:00 AM,BSEIN,SEIN50,1,No,CLD,1,,1,19.30,0.21,FALSE,669,751,6.83,8.00,51.40,AC,JR,,,,,,
8695,{940C117B-FA42-472E-9BB0-860F0561DB7A},PCS,5/14/2019,11:50:00 AM,FKTR,FKTR,1,No,CLD,1,,1,20.20,0.17,FALSE,677,745,7.37,8.05,51.80,AC,JR,,,,,,
8696,{CB0C58E6-A6D9-46F7-AD62-4C2F0B773517},BL1,5/14/2019,11:30:00 AM,BSEIN,SEIN50,1,No,CLD,1,,1,20.20,0.17,FALSE,677,745,7.37,8.05,51.80,AC,JR,,,,,,
8697,{46D3B44A-B7BE-4C6D-97E0-1D855A4FD863},BL2,5/14/2019,10:44:00 AM,BSEIN,SEIN50,1,No,CLD,1,,1,19.70,0.14,FALSE,673,748,6.55,8.00,61.20,AC,JR,,,,,,Corrected SHRK plus count
8698,{8E057EFD-0CB8-4B8B-9236-B872D7765BCE},PCS,5/16/2019,1:12:00 PM,FKTR,FKTR,1,No,CLD,1,,1,18.80,0.18,FALSE,702,797,7.06,8.09,51.30,AC,JR,,,,,,
