"EventID","SeineLength","SeineWidth","SeineDepth","SeineVolume","TrapStatus","TrapHours","RevCounter","TotalRevs","CommentRevs"
6293,NA,NA,NA,NA,"Pull",21.4166666666667,63092,432,""
6295,NA,NA,NA,NA,"Set",0,63043,0,""
6297,NA,NA,NA,NA,"Check",19.9333333333333,63298,255,""
6300,NA,NA,NA,NA,"Pull",26.3666666666667,63614,316,""
6301,NA,NA,NA,NA,"Set",0,63617,0,""
6312,NA,NA,NA,NA,"Check",22.6666666666667,63689,72,""
6314,NA,NA,NA,NA,"Check",27.6,64220,531,""
6315,NA,NA,NA,NA,"Check",19.3666666666667,64354,134,""
6319,NA,NA,NA,NA,"Pull",24.5,64674,320,""
6321,NA,NA,NA,NA,"Set",0,64675,0,""
6322,NA,NA,NA,NA,"Check",22.5666666666667,64798,123,""
6323,NA,NA,NA,NA,"Check",24.0833333333333,65095,297,""
6324,NA,NA,NA,NA,"Check",24.5166666666667,65413,318,""
6332,NA,NA,NA,NA,"Pull",28.3,65535,122,""
6333,NA,NA,NA,NA,"Set",0,65535,0,""
6339,NA,NA,NA,NA,"Check",24.3,65793,258,""
6347,NA,NA,NA,NA,"Check",27.1666666666667,66310,517,""
6356,NA,NA,NA,NA,"Check",19.3166666666667,66427,117,""
6353,NA,NA,NA,NA,"Pull",23.9833333333333,66661,234,""
6351,NA,NA,NA,NA,"Set",0,66662,0,""
6349,NA,NA,NA,NA,"Check",21.0666666666667,66778,116,""
6364,NA,NA,NA,NA,"Check",26.25,66870,92,""
6362,NA,NA,NA,NA,"Check",21.8166666666667,67075,205,""
6360,NA,NA,NA,NA,"Pull",23.9333333333333,67152,77,""
6357,NA,NA,NA,NA,"Set",0,67154,0,""
6365,NA,NA,NA,NA,"Check",26.4666666666667,67387,233,""
6371,NA,NA,NA,NA,"Check",22.15,67496,109,""
6381,NA,NA,NA,NA,"Check",26.6166666666667,67816,320,""
6382,NA,NA,NA,NA,"Pull",21.2833333333333,67838,22,""
6384,NA,NA,NA,NA,"Set",0,67839,0,""
6386,NA,NA,NA,NA,"Check",24.85,67876,37,""
6390,NA,NA,NA,NA,"Check",24.0333333333333,67958,82,""
6388,NA,NA,NA,NA,"Check",23.95,68033,75,""
6392,NA,NA,NA,NA,"Pull",24.3,68096,63,""
6396,NA,NA,NA,NA,"Set",0,68097,0,""
6398,NA,NA,NA,NA,"Check",27.1333333333333,68278,181,""
6407,NA,NA,NA,NA,"Check",24.2,68385,107,""
6410,NA,NA,NA,NA,"Check",25.1166666666667,68574,189,""
6408,NA,NA,NA,NA,"Pull",17.3666666666667,68592,18,""
6414,NA,NA,NA,NA,"Set",0,68595,0,""
6415,NA,NA,NA,NA,"Check",24.2666666666667,68671,76,""
6419,NA,NA,NA,NA,"Check",23.65,68764,93,""
6421,NA,NA,NA,NA,"Pull",24.6,68864,100,""
6423,NA,NA,NA,NA,"Set",0,68874,0,""
6425,NA,NA,NA,NA,"Check",28.1,69178,304,""
6427,NA,NA,NA,NA,"Check",18.85,69223,45,""
6429,NA,NA,NA,NA,"Check",24.9666666666667,69477,254,""
6432,NA,NA,NA,NA,"Set",0,69656,0,""
6435,NA,NA,NA,NA,"Check",24.1333333333333,69832,176,""
6437,NA,NA,NA,NA,"Check",26.25,69860,28,""
6452,NA,NA,NA,NA,"Check",21.3666666666667,69898,38,""
6454,NA,NA,NA,NA,"Set",0,69933,0,""
6458,NA,NA,NA,NA,"Check",26.1666666666667,70309,376,""
6464,NA,NA,NA,NA,"Check",22.1333333333333,70463,154,""
6459,NA,NA,NA,NA,"Check",25.1333333333333,70667,204,""
6466,NA,NA,NA,NA,"Pull",21.2333333333333,70777,110,""
6467,NA,NA,NA,NA,"Set",0,70779,0,""
6469,NA,NA,NA,NA,"Check",24.8166666666667,70868,89,""
6475,NA,NA,NA,NA,"Check",21.45,70887,19,""
6483,NA,NA,NA,NA,"Check",26.3166666666667,70904,17,""
6487,NA,NA,NA,NA,"Pull",23.9833333333333,70948,44,""
6489,NA,NA,NA,NA,"Set",0,70954,0,""
6490,NA,NA,NA,NA,"Pull",23.3166666666667,71072,118,""
6689,NA,NA,NA,NA,"Set",0,71076,0,""
6690,NA,NA,NA,NA,"Check",22.1333333333333,71117,41,""
6692,NA,NA,NA,NA,"Check",24.3166666666667,71145,28,""
6698,NA,NA,NA,NA,"Check",25.5,71395,250,""
6712,NA,NA,NA,NA,"Pull",22.3333333333333,71400,5,""
6711,NA,NA,NA,NA,"Set",0,71402,0,""
6699,NA,NA,NA,NA,"Check",26.1833333333333,71451,49,""
6713,NA,NA,NA,NA,"Check",24.3166666666667,71579,128,""
6715,NA,NA,NA,NA,"Check",22.2,71625,46,""
6724,NA,NA,NA,NA,"Pull",27.15,71746,121,""
6727,NA,NA,NA,NA,"Set",0,71787,0,""
6726,NA,NA,NA,NA,"Check",24.2333333333333,72576,789,""
6728,NA,NA,NA,NA,"Check",23.6833333333333,73323,747,""
6729,NA,NA,NA,NA,"Pull",23.1166666666667,73912,589,""
6736,NA,NA,NA,NA,"Set",0,73917,0,""
6756,NA,NA,NA,NA,"Check",23.7166666666667,74639,722,""
6762,NA,NA,NA,NA,"Check",25.05,74692,53,""
6744,NA,NA,NA,NA,"Check",23.2166666666667,74701,9,""
6739,NA,NA,NA,NA,"Pull",25.1333333333333,75799,1098,""
6738,NA,NA,NA,NA,"Set",0,75799,0,""
6754,NA,NA,NA,NA,"Check",21.7666666666667,75833,34,""
6752,NA,NA,NA,NA,"Check",23.45,75879,46,""
6748,NA,NA,NA,NA,"Check",22.75,76046,167,""
6750,NA,NA,NA,NA,"Pull",23.1333333333333,76085,39,""
6765,NA,NA,NA,NA,"Set",0,76086,0,""
6769,NA,NA,NA,NA,"Check",22.0666666666667,76196,110,""
6772,NA,NA,NA,NA,"Check",23.7833333333333,76413,217,""
6777,NA,NA,NA,NA,"Pull",22.9166666666667,77033,620,""
6782,NA,NA,NA,NA,"Set",0,77046,0,""
6781,NA,NA,NA,NA,"Check",28.5666666666667,77293,247,""
6784,NA,NA,NA,NA,"Check",20.4833333333333,77341,48,""
6787,NA,NA,NA,NA,"Check",23.9,77494,153,""
6789,NA,NA,NA,NA,"Pull",24.9166666666667,77727,233,""
6791,NA,NA,NA,NA,"Set",0,77731,0,""
6792,NA,NA,NA,NA,"Check",18.7833333333333,77797,66,""
6801,NA,NA,NA,NA,"Check",24.9,77817,20,""
6794,NA,NA,NA,NA,"Check",25.2833333333333,77891,74,""
6816,NA,NA,NA,NA,"Pull",23.4,77943,52,""
6810,NA,NA,NA,NA,"Set",0,77967,0,""
6814,NA,NA,NA,NA,"Check",26.4,79840,1873,""
6811,NA,NA,NA,NA,"Check",23.7166666666667,80157,317,""
6806,NA,NA,NA,NA,"Check",23.2,80513,356,""
6819,NA,NA,NA,NA,"Pull",23.4,82814,2301,""
6825,NA,NA,NA,NA,"Set",0,82892,0,""
6824,NA,NA,NA,NA,"Pull",0.366666666666667,83087,195,""
6822,NA,NA,NA,NA,"Set",0,83093,0,""
6823,NA,NA,NA,NA,"Pull",0.3,83271,178,""
6826,NA,NA,NA,NA,"Set",0,83314,0,""
6827,NA,NA,NA,NA,"Pull",0.416666666666667,83444,130,""
6828,NA,NA,NA,NA,"Set",0,83444,0,""
6829,NA,NA,NA,NA,"Pull",0.516666666666667,83659,215,""
6830,NA,NA,NA,NA,"Set",0,83659,0,""
6831,NA,NA,NA,NA,"Pull",0.35,83778,119,""
6832,NA,NA,NA,NA,"Set",0,83778,0,""
6833,NA,NA,NA,NA,"Pull",1.06666666666667,84176,398,""
6884,NA,NA,NA,NA,"Set",0,84238,0,""
6885,NA,NA,NA,NA,"Check",1,84682,444,""
6886,NA,NA,NA,NA,"Pull",0.516666666666667,84910,228,""
6887,NA,NA,NA,NA,"Set",0,84913,0,""
6888,NA,NA,NA,NA,"Pull",0.5,85156,243,""
6864,NA,NA,NA,NA,"Set",0,85176,0,""
6865,NA,NA,NA,NA,"Pull",0.15,85253,77,""
6866,NA,NA,NA,NA,"Set",0,85255,0,""
6867,NA,NA,NA,NA,"Pull",0.466666666666667,85489,234,""
6869,NA,NA,NA,NA,"Set",0,85738,0,""
6868,NA,NA,NA,NA,"Pull",1.08333333333333,86360,622,""
6874,NA,NA,NA,NA,"Set",0,86387,0,""
6873,NA,NA,NA,NA,"Check",2.16666666666667,87600,1213,""
6872,NA,NA,NA,NA,"Pull",1.63333333333333,88347,747,""
6876,NA,NA,NA,NA,"Set",0,88348,0,""
6875,NA,NA,NA,NA,"Pull",2.95,NA,NA,""
6878,NA,NA,NA,NA,"Set",0,89688,0,""
6877,NA,NA,NA,NA,"Check",2.4,90557,869,""
6879,NA,NA,NA,NA,"Pull",23.65,98395,7838,""
6881,NA,NA,NA,NA,"Set",0,98410,0,""
6880,NA,NA,NA,NA,"Pull",3.01666666666667,98984,574,""
6883,NA,NA,NA,NA,"Set",0,98987,0,""
6882,NA,NA,NA,NA,"Pull",3,99456,469,""
6890,NA,NA,NA,NA,"Set",0,99462,0,""
6891,NA,NA,NA,NA,"Pull",3.78333333333333,99463,1,""
6899,NA,NA,NA,NA,"Set",0,99481,0,""
6898,NA,NA,NA,NA,"Pull",5.33333333333333,10035,-89446,"Negative Revs"
6903,NA,NA,NA,NA,"Set",0,100144,0,""
6902,NA,NA,NA,NA,"Pull",6.38333333333333,100890,746,""
6906,NA,NA,NA,NA,"Set",0,100899,0,""
6905,NA,NA,NA,NA,"Pull",5.16666666666667,101590,691,""
6912,NA,NA,NA,NA,"Set",0,101596,0,""
6909,NA,NA,NA,NA,"Pull",4.38333333333333,102223,627,""
6911,NA,NA,NA,NA,"Set",0,102228,0,""
6913,NA,NA,NA,NA,"Pull",3.45,102519,291,""
6980,NA,NA,NA,NA,"Set",0,102526,0,""
6915,NA,NA,NA,NA,"Pull",3.88333333333333,102860,334,""
6924,NA,NA,NA,NA,"Set",0,102868,0,""
6920,NA,NA,NA,NA,"Pull",4.88333333333333,102998,130,""
6925,NA,NA,NA,NA,"Set",0,103007,0,""
6927,NA,NA,NA,NA,"Check",2.43333333333333,103185,178,""
6932,NA,NA,NA,NA,"Pull",18.1833333333333,103730,545,""
6937,NA,NA,NA,NA,"Set",0,103731,0,""
6938,NA,NA,NA,NA,"Check",4.86666666666667,103840,109,""
6939,NA,NA,NA,NA,"Pull",21.4166666666667,104059,219,""
6941,NA,NA,NA,NA,"Set",0,104069,0,""
6943,NA,NA,NA,NA,"Check",6.01666666666667,104541,472,""
6944,NA,NA,NA,NA,"Check",17.6833333333333,104657,116,""
6947,NA,NA,NA,NA,"Check",27.7833333333333,105127,470,""
6959,NA,NA,NA,NA,"Check",23.45,105461,334,""
6962,NA,NA,NA,NA,"Pull",22.0833333333333,105725,264,""
6963,NA,NA,NA,NA,"Set",0,105729,0,""
6965,NA,NA,NA,NA,"Check",24.6833333333333,105931,202,""
6969,NA,NA,NA,NA,"Pull",23.2666666666667,106058,127,""
6970,NA,NA,NA,NA,"Set",0,NA,NA,""
6967,NA,NA,NA,NA,"Pull",2.63333333333333,106124,66,""
6973,NA,NA,NA,NA,"Set",0,106131,0,""
6972,NA,NA,NA,NA,"Pull",6.1,106301,170,""
6977,NA,NA,NA,NA,"Set",0,NA,NA,""
6976,NA,NA,NA,NA,"Pull",4.13333333333333,106483,182,""
6978,NA,NA,NA,NA,"Set",0,106487,0,""
6982,NA,NA,NA,NA,"Check",27.85,106744,257,""
6984,NA,NA,NA,NA,"Check",22.4833333333333,106998,254,""
6993,NA,NA,NA,NA,"Check",27.8666666666667,107313,315,""
7000,NA,NA,NA,NA,"Set",0,107333,0,""
7002,NA,NA,NA,NA,"Check",24.5666666666667,107389,56,""
7005,NA,NA,NA,NA,"Check",24.7833333333333,107457,68,""
7006,NA,NA,NA,NA,"Check",25.5833333333333,107512,55,""
7009,NA,NA,NA,NA,"Pull",27.35,107598,86,""
7012,NA,NA,NA,NA,"Set",0,107602,0,""
7015,NA,NA,NA,NA,"Check",24.4166666666667,107692,90,""
7017,NA,NA,NA,NA,"Check",21.3666666666667,107774,82,""
7026,NA,NA,NA,NA,"Check",26.45,107847,73,""
7028,NA,NA,NA,NA,"Pull",22.35,107956,109,""
7030,NA,NA,NA,NA,"Set",0,107957,0,""
7033,NA,NA,NA,NA,"Check",23.5666666666667,108005,48,""
7035,NA,NA,NA,NA,"Check",22.9166666666667,108053,48,""
7037,NA,NA,NA,NA,"Pull",24.5333333333333,108136,83,""
7039,NA,NA,NA,NA,"Set",0,108139,0,""
7041,NA,NA,NA,NA,"Check",23.7666666666667,108252,113,""
7043,NA,NA,NA,NA,"Check",23.9666666666667,108508,256,""
7044,NA,NA,NA,NA,"Check",25.8,108618,110,""
7054,NA,NA,NA,NA,"Pull",22.6666666666667,108756,138,""
7057,NA,NA,NA,NA,"Set",0,108758,0,""
7061,NA,NA,NA,NA,"Check",24.5833333333333,108772,14,""
7062,NA,NA,NA,NA,"Check",23.25,108778,6,""
7068,NA,NA,NA,NA,"Check",24.25,108801,23,""
7067,NA,NA,NA,NA,"Pull",22.4166666666667,108809,8,""
7072,NA,NA,NA,NA,"Set",0,108813,0,""
7079,NA,NA,NA,NA,"Check",26.1166666666667,108863,50,""
7083,NA,NA,NA,NA,"Check",23.8,108922,59,""
7086,NA,NA,NA,NA,"Check",24.1833333333333,108986,64,""
7088,NA,NA,NA,NA,"Pull",23.3333333333333,109077,91,""
7091,NA,NA,NA,NA,"Set",0,109079,0,""
7093,NA,NA,NA,NA,"Check",25.5333333333333,109127,48,""
7094,NA,NA,NA,NA,"Check",26.7666666666667,109150,23,""
7096,NA,NA,NA,NA,"Pull",24.1666666666667,109194,44,""
7263,NA,NA,NA,NA,"Set",0,109211,0,""
7265,NA,NA,NA,NA,"Check",0.5,109435,224,""
7264,NA,NA,NA,NA,"Pull",0.55,109668,233,""
7267,NA,NA,NA,NA,"Set",0,109716,0,""
7268,NA,NA,NA,NA,"Check",1.81666666666667,110081,365,""
7270,NA,NA,NA,NA,"Pull",21.8833333333333,110959,878,""
7275,NA,NA,NA,NA,"Set",0,110992,0,""
7277,NA,NA,NA,NA,"Check",23.0333333333333,111382,390,""
7278,NA,NA,NA,NA,"Check",25.3833333333333,112007,625,""
7287,NA,NA,NA,NA,"Pull",20.7,113156,1149,""
7307,NA,NA,NA,NA,"Set",0,113180,0,""
7306,NA,NA,NA,NA,"Pull",1,113602,422,""
7308,NA,NA,NA,NA,"Set",0,113629,0,""
7300,NA,NA,NA,NA,"Pull",1,114061,432,""
7309,NA,NA,NA,NA,"Set",0,114105,0,""
7310,NA,NA,NA,NA,"Pull",0.5,114319,214,""
7318,NA,NA,NA,NA,"Set",0,114345,0,""
7319,NA,NA,NA,NA,"Pull",0.5,114565,220,""
7321,NA,NA,NA,NA,"Set",0,114677,0,""
7320,NA,NA,NA,NA,"Pull",1,115044,367,""
7323,NA,NA,NA,NA,"Set",0,115085,0,""
7322,NA,NA,NA,NA,"Pull",2,115954,869,""
7335,NA,NA,NA,NA,"Set",0,115997,0,""
7332,NA,NA,NA,NA,"Pull",0.866666666666667,116377,380,""
7338,NA,NA,NA,NA,"Set",0,116453,0,""
7337,NA,NA,NA,NA,"Check",1,116909,456,""
7336,NA,NA,NA,NA,"Pull",1,117372,463,""
7342,NA,NA,NA,NA,"Set",0,117432,0,""
7341,NA,NA,NA,NA,"Pull",3,118815,1383,""
7354,NA,NA,NA,NA,"Set",0,118897,0,""
7355,NA,NA,NA,NA,"Pull",1.5,119596,699,""
7357,NA,NA,NA,NA,"Set",0,119680,0,""
7358,NA,NA,NA,NA,"Pull",1,120108,428,""
7359,NA,NA,NA,NA,"Set",0,120190,0,""
7360,NA,NA,NA,NA,"Pull",1,120641,451,""
7363,NA,NA,NA,NA,"Set",0,120742,0,""
7364,NA,NA,NA,NA,"Pull",2,121540,798,""
7377,NA,NA,NA,NA,"Set",0,121643,0,""
7376,NA,NA,NA,NA,"Pull",2,122344,701,""
7388,NA,NA,NA,NA,"Set",0,122412,0,""
7389,NA,NA,NA,NA,"Pull",2.2,123137,725,""
7401,NA,NA,NA,NA,"Set",0,123221,0,""
7402,NA,NA,NA,NA,"Pull",1,123624,403,""
7412,NA,NA,NA,NA,"Set",0,NA,NA,""
7413,NA,NA,NA,NA,"Pull",2.3,121940,-1684,"Negative Revs"
7418,NA,NA,NA,NA,"Set",0,124983,0,""
7419,NA,NA,NA,NA,"Check",2.33333333333333,126157,1174,""
7420,NA,NA,NA,NA,"Pull",1.5,126900,743,""
7422,NA,NA,NA,NA,"Set",0,126930,0,""
7423,NA,NA,NA,NA,"Check",1,127473,543,""
7424,NA,NA,NA,NA,"Pull",2.5,128890,1417,""
7425,NA,NA,NA,NA,"Set",0,129065,0,""
7427,NA,NA,NA,NA,"Pull",3,130634,1569,""
7439,NA,NA,NA,NA,"Set",0,130832,0,""
7437,NA,NA,NA,NA,"Pull",4.5,132551,1719,""
7440,NA,NA,NA,NA,"Set",0,132572,0,""
7441,NA,NA,NA,NA,"Pull",5.5,NA,NA,""
7445,NA,NA,NA,NA,"Set",0,NA,NA,""
7444,NA,NA,NA,NA,"Pull",3,NA,NA,""
7446,NA,NA,NA,NA,"Set",0,NA,NA,""
7448,NA,NA,NA,NA,"Pull",4,NA,NA,""
7450,NA,NA,NA,NA,"Set",0,NA,NA,""
7449,NA,NA,NA,NA,"Pull",0.75,NA,NA,""
7466,NA,NA,NA,NA,"Set",0,NA,NA,""
7465,NA,NA,NA,NA,"Check",2,NA,NA,""
7464,NA,NA,NA,NA,"Pull",2,NA,NA,""
7918,NA,NA,NA,NA,"Set",0,NA,NA,""
7467,NA,NA,NA,NA,"Pull",3,NA,NA,""
7468,NA,NA,NA,NA,"Set",0,NA,NA,""
7479,NA,NA,NA,NA,"Set",0,NA,NA,""
7480,NA,NA,NA,NA,"Pull",2,NA,NA,""
7488,NA,NA,NA,NA,"Set",0,61,0,""
7499,NA,NA,NA,NA,"Pull",2.5,876,815,""
7490,NA,NA,NA,NA,"Set",0,887,0,""
7489,NA,NA,NA,NA,"Pull",1.33333333333333,1278,391,""
7501,NA,NA,NA,NA,"Set",0,1316,0,""
7500,NA,NA,NA,NA,"Pull",1.75,1813,497,""
7502,NA,NA,NA,NA,"Set",0,1856,0,""
7503,NA,NA,NA,NA,"Check",2,2844,988,""
7504,NA,NA,NA,NA,"Pull",1,3366,522,""
7505,NA,NA,NA,NA,"Set",0,3458,0,""
7506,NA,NA,NA,NA,"Check",1,3980,522,""
7507,NA,NA,NA,NA,"Pull",1,4503,523,""
7510,NA,NA,NA,NA,"Set",0,4576,0,""
7508,NA,NA,NA,NA,"Pull",1,5057,481,""
7917,NA,NA,NA,NA,"Set",0,5652,0,""
7509,NA,NA,NA,NA,"Pull",1,5652,0,""
7512,NA,NA,NA,NA,"Set",0,5709,0,""
7514,NA,NA,NA,NA,"Pull",1.06666666666667,6192,483,""
7513,NA,NA,NA,NA,"Set",0,6247,0,""
7511,NA,NA,NA,NA,"Pull",1.05,6701,454,""
7523,NA,NA,NA,NA,"Set",0,6786,0,""
7524,NA,NA,NA,NA,"Check",1,7191,405,""
7525,NA,NA,NA,NA,"Pull",2,8047,856,""
7594,NA,NA,NA,NA,"Set",0,8119,0,""
7543,NA,NA,NA,NA,"Pull",2,9077,958,""
7595,NA,NA,NA,NA,"Set",0,9270,0,""
7608,NA,NA,NA,NA,"Check",2,9745,475,""
7569,NA,NA,NA,NA,"Pull",2,10207,462,""
7568,NA,NA,NA,NA,"Set",0,10256,0,""
7567,NA,NA,NA,NA,"Check",1,10427,171,""
7566,NA,NA,NA,NA,"Pull",2,10786,359,""
7606,NA,NA,NA,NA,"Set",0,10816,0,""
7609,NA,NA,NA,NA,"Pull",2.5,11199,383,""
7598,NA,NA,NA,NA,"Set",0,11213,0,""
7610,NA,NA,NA,NA,"Check",1,11338,125,""
7603,NA,NA,NA,NA,"Pull",1,11468,130,""
7616,NA,NA,NA,NA,"Check",48,17454,5986,""
7596,NA,NA,NA,NA,"Set",0,11470,0,""
7601,NA,NA,NA,NA,"Check",3,11563,93,""
7602,NA,NA,NA,NA,"Check",2,11670,107,""
7597,NA,NA,NA,NA,"Check",17.6,11711,41,""
7600,NA,NA,NA,NA,"Check",25.65,11823,112,""
7611,NA,NA,NA,NA,"Pull",20.85,12268,445,""
7605,NA,NA,NA,NA,"Set",0,12274,0,""
7607,NA,NA,NA,NA,"Check",23.75,12321,47,""
7612,NA,NA,NA,NA,"Check",26.45,12866,545,""
7613,NA,NA,NA,NA,"Check",23.2666666666667,13199,333,""
7614,NA,NA,NA,NA,"Pull",21.95,13659,460,""
7604,NA,NA,NA,NA,"Set",0,13660,0,""
7615,NA,NA,NA,NA,"Check",23.2833333333333,14129,469,""
7632,NA,NA,NA,NA,"Check",23.9166666666667,14668,539,""
7631,NA,NA,NA,NA,"Pull",24.5,15278,610,""
7635,NA,NA,NA,NA,"Set",0,15286,0,""
7634,NA,NA,NA,NA,"Check",27.0333333333333,15989,703,""
7633,NA,NA,NA,NA,"Check",23.4666666666667,16363,374,""
7636,NA,NA,NA,NA,"Check",23.0833333333333,16663,300,""
7637,NA,NA,NA,NA,"Pull",23.5833333333333,17041,378,""
7638,NA,NA,NA,NA,"Set",0,17048,0,""
7622,NA,NA,NA,NA,"Check",25.2333333333333,17254,206,""
7639,NA,NA,NA,NA,"Check",47.2833333333333,17650,396,""
7640,NA,NA,NA,NA,"Pull",23.9166666666667,17760,110,""
7658,NA,NA,NA,NA,"Set",0,17764,0,""
7666,NA,NA,NA,NA,"Check",1.83333333333333,18066,105,""
7657,NA,NA,NA,NA,"Check",25.7666666666667,17961,197,""
7656,NA,NA,NA,NA,"Check",46.4666666666667,18180,114,""
7667,NA,NA,NA,NA,"Pull",23.95,18187,7,""
7878,NA,NA,NA,NA,"Set",0,18189,0,""
7875,NA,NA,NA,NA,"Check",22.8166666666667,18211,22,""
7880,NA,NA,NA,NA,"Check",27.8833333333333,18224,13,""
7886,NA,NA,NA,NA,"Pull",22.1166666666667,18243,19,""
7882,NA,NA,NA,NA,"Set",0,18246,0,""
7889,NA,NA,NA,NA,"Check",24.8,18346,100,""
7896,NA,NA,NA,NA,"Check",24.6666666666667,18351,5,""
7969,NA,NA,NA,NA,"Check",24.3833333333333,19029,678,""
7898,NA,NA,NA,NA,"Pull",22.4833333333333,19164,135,""
7895,NA,NA,NA,NA,"Set",0,19170,0,""
7903,NA,NA,NA,NA,"Check",26.4666666666667,19230,60,""
7902,NA,NA,NA,NA,"Check",21.7,19248,18,""
7907,NA,NA,NA,NA,"Pull",23.9333333333333,19455,207,""
7970,NA,NA,NA,NA,"Set",0,19470,0,""
7971,NA,NA,NA,NA,"Check",23.5,19513,43,""
7916,NA,NA,NA,NA,"Check",24,19553,40,""
7908,NA,NA,NA,NA,"Check",25.1666666666667,19627,74,""
7972,NA,NA,NA,NA,"Pull",23.8333333333333,19693,66,""
7973,NA,NA,NA,NA,"Set",0,19700,0,""
7974,NA,NA,NA,NA,"Check",26.1833333333333,19731,31,""
7975,NA,NA,NA,NA,"Check",22.9833333333333,19851,120,""
7976,NA,NA,NA,NA,"Check",23.85,19881,30,""
7977,NA,NA,NA,NA,"Pull",23.4333333333333,19961,80,""
7978,NA,NA,NA,NA,"Set",0,19970,0,""
7979,NA,NA,NA,NA,"Check",23.2666666666667,20066,96,""
7980,NA,NA,NA,NA,"Check",24.1666666666667,20264,198,""
7981,NA,NA,NA,NA,"Check",25.1666666666667,20428,164,""
7982,NA,NA,NA,NA,"Pull",23.4166666666667,20472,44,""
7983,NA,NA,NA,NA,"Set",0,20477,0,""
7984,NA,NA,NA,NA,"Check",23.3166666666667,20808,331,""
8015,NA,NA,NA,NA,"Check",24.7666666666667,20911,103,""
7968,NA,NA,NA,NA,"Check",22.75,21172,261,""
7967,NA,NA,NA,NA,"Pull",24.0833333333333,21466,294,""
7966,NA,NA,NA,NA,"Set",0,21471,0,""
7965,NA,NA,NA,NA,"Check",24,21506,35,""
7964,NA,NA,NA,NA,"Check",22.8833333333333,21531,25,""
7985,NA,NA,NA,NA,"Pull",25.0833333333333,21539,8,""
7986,NA,NA,NA,NA,"Set",0,21542,0,""
7987,NA,NA,NA,NA,"Check",25.55,21688,146,""
7988,NA,NA,NA,NA,"Check",21.3,21803,115,""
7989,NA,NA,NA,NA,"Check",23.95,21878,75,""
7990,NA,NA,NA,NA,"Pull",23.95,22355,477,""
7992,NA,NA,NA,NA,"Set",0,22356,0,""
7993,NA,NA,NA,NA,"Check",25.2166666666667,22374,18,""
8011,NA,NA,NA,NA,"Check",23.5333333333333,22570,196,""
7994,NA,NA,NA,NA,"Check",22.6333333333333,22699,129,""
8003,NA,NA,NA,NA,"Pull",24.25,22949,250,""
7991,NA,NA,NA,NA,"Set",0,22951,0,""
8014,NA,NA,NA,NA,"Check",24.5333333333333,23086,135,""
8017,NA,NA,NA,NA,"Check",24.35,23220,134,""
8018,NA,NA,NA,NA,"Check",23.3166666666667,23493,273,""
8020,NA,NA,NA,NA,"Pull",23.15,24061,568,""
8023,NA,NA,NA,NA,"Set",0,24065,0,""
8039,NA,NA,NA,NA,"Check",24.15,25084,1019,""
8031,NA,NA,NA,NA,"Check",24.8333333333333,25930,846,""
8030,NA,NA,NA,NA,"Check",23.5333333333333,26104,174,""
8025,NA,NA,NA,NA,"Pull",24.2166666666667,26316,212,""
8041,NA,NA,NA,NA,"Set",0,26327,0,""
8043,NA,NA,NA,NA,"Check",24,26765,438,""
8044,NA,NA,NA,NA,"Check",24.5,27164,399,""
8046,NA,NA,NA,NA,"Check",23.2333333333333,27498,334,""
8048,NA,NA,NA,NA,"Pull",23.8166666666667,27507,9,""
8057,NA,NA,NA,NA,"Set",0,27560,0,""
8059,NA,NA,NA,NA,"Pull",1.18333333333333,27666,106,""
8075,NA,NA,NA,NA,"Set",0,27679,0,""
8077,NA,NA,NA,NA,"Pull",2.18333333333333,27969,290,""
8074,NA,NA,NA,NA,"Set",0,27973,0,""
8078,NA,NA,NA,NA,"Pull",4.1,28121,148,""
8071,NA,NA,NA,NA,"Set",0,28132,0,""
8080,NA,NA,NA,NA,"Check",4.23333333333333,28872,740,""
8100,NA,NA,NA,NA,"Pull",19.4666666666667,31416,2544,""
8072,NA,NA,NA,NA,"Set",0,31428,0,""
8081,NA,NA,NA,NA,"Check",21.5833333333333,32168,740,""
8079,NA,NA,NA,NA,"Check",23.7666666666667,32955,787,""
8062,NA,NA,NA,NA,"Check",24.25,33201,246,""
8061,NA,NA,NA,NA,"Pull",23.5666666666667,33782,581,""
8093,NA,NA,NA,NA,"Set",0,33783,0,""
8087,NA,NA,NA,NA,"Check",24.4333333333333,33868,85,""
8105,NA,NA,NA,NA,"Check",25.05,33985,117,""
8084,NA,NA,NA,NA,"Check",22.95,34095,110,""
8104,NA,NA,NA,NA,"Pull",23.9,34222,127,""
8103,NA,NA,NA,NA,"Set",0,34224,0,""
8108,NA,NA,NA,NA,"Check",24.15,34377,153,""
8110,NA,NA,NA,NA,"Check",23.6666666666667,34596,219,""
8111,NA,NA,NA,NA,"Check",24.1166666666667,34864,268,""
8112,NA,NA,NA,NA,"Pull",23.3666666666667,35990,1126,""
8114,NA,NA,NA,NA,"Set",0,35093,0,""
8133,NA,NA,NA,NA,"Check",25.2833333333333,35105,12,""
8131,NA,NA,NA,NA,"Check",22.3333333333333,35111,6,""
8121,NA,NA,NA,NA,"Check",25.9666666666667,35116,5,""
8120,NA,NA,NA,NA,"Pull",21.7333333333333,35139,23,""
8118,NA,NA,NA,NA,"Set",0,35145,0,""
8136,NA,NA,NA,NA,"Check",24.7333333333333,35276,131,""
8140,NA,NA,NA,NA,"Check",23.2333333333333,35383,107,""
