"SalmGeneticRowID","FishGenID","GeneticID","Probability1","GeneticID2","Probability2","Comments_Salmon","Comments_SalmonDataUsage","RunID"
2357,"2023Ad_plus-F_032","Fall",0.9991,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2358,"2023Ad_plus-F_033","Fall",0.9762,"LateFall",0.0238,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2359,"2023Ad_plus-F_034","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2360,"2023Ad_plus-F_035","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2361,"2023Ad_plus-F_036","Fall",0.9957,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2362,"2023Ad_plus-F_037","Fall",0.7074,"Spring",0.2922,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2363,"2023Ad_plus-F_038","Fall",0.9353,"LateFall",0.0646,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2364,"2023Ad_plus-F_039","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2365,"2023Ad_plus-F_040","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2366,"2023Ad_plus-F_041","Fall",0.9993,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2367,"2023Ad_plus-F_042","Spring",0.5927,"Fall",0.407,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2368,"2023Ad_plus-F_043","n/p",NA,"n/p",NA,NA,"Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2369,"2023Ad_plus-F_044","Fall",0.9695,"LateFall",0.0301,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2370,"2023Ad_plus-F_045","Fall",0.9993,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2371,"2023Ad_plus-F_046","Fall",0.9991,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2372,"2023Ad_plus-F_047","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2373,"2023Ad_plus-F_048","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2374,"2023Ad_plus-F_049","Fall",0.9994,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2375,"2023Ad_plus-F_050","Fall",0.5898,"Spring",0.4086,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2376,"2023Ad_plus-F_051","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2377,"2023Ad_plus-F_052","Fall",0.9994,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2378,"2023Ad_plus-F_053","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2379,"2023Ad_plus-F_054","Fall",0.9954,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2380,"2023Ad_plus-F_055","Fall",0.9882,"LateFall",0.0114,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2381,"2023Ad_plus-F_056","Fall",0.7617,"LateFall",0.2289,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2382,"2023Ad_plus-F_057","Fall",0.9995,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2383,"2023Ad_plus-F_058","Fall",0.9994,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2384,"2023Ad_plus-F_059","Fall",0.9795,"LateFall",0.0204,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2385,"2023Ad_plus-F_060","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2386,"2023Ad_plus-F_061","Fall",0.9908,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2387,"2023Ad_plus-F_062","Fall",0.9993,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2388,"2023Ad_plus-F_063","Fall",0.8565,"LateFall",0.1435,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2389,"2023Ad_plus-F_064","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2390,"2023Ad_plus-F_065","Fall",0.9997,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2391,"2023Ad_plus-F_066","Fall",0.9966,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2392,"2023Ad_plus-F_067","Fall",0.9829,"Spring",0.0094,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2393,"2023Ad_plus-F_068","Fall",0.9976,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2394,"2023Ad_Plus-F_069","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2395,"2023Ad_plus-F_070","Spring",0.8174,"Fall",0.1408,"3rd Best Estimate lf; Probability 0.0418","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2396,"2023Ad_plus-F_071","LateFall",0.9544,"Fall",0.0456,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2397,"2023Ad_plus-F_072","Fall",0.9905,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2398,"2023Ad_plus-F_073","Fall",0.9993,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2399,"2023Ad_plus-F_074","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2400,"2023Ad_plus-F_075","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2401,"2023Ad_plus-F_076","Fall",0.9979,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2402,"2023Ad_plus-F_077","Fall",0.9891,"LateFall",0.0109,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2403,"2023Ad_plus-F_078","Fall",0.9915,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2404,"2023Ad_plus-F_079","Fall",0.999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2405,"2023Ad_plus-F_080","Fall",0.9779,"LateFall",0.0221,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2406,"2023Ad_plus-F_081","Fall",0.9848,"LateFall",0.0152,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2407,"2023Ad_plus-F_082","Spring",0.9501,"LateFall",0.0434,"3rd Best Estimate S; Probability 0.5927","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2408,"2023Ad_plus-F_083","Fall",0.9958,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2409,"2023Ad_plus-F_084","LateFall",0.5531,"Fall",0.4469,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2410,"2023Ad_plus-F_085","Fall",0.9966,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2411,"2023Ad_plus-F_086","Fall",0.9957,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2412,"2023Ad_plus-F_087","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2413,"2023Ad_plus-F_088","Fall",0.9918,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2414,"2023Ad_plus-F_089","LateFall",0.6783,"Spring",0.2706,"3rd Best Estimate F; Probability 0.0511","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2415,"2023Ad_plus-F_090","Fall",0.9985,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2416,"2023Ad_plus-F_091","Fall",0.9991,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2417,"2023Ad_plus-F_092","Fall",0.9657,"LateFall",0.0343,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2418,"2023Ad_plus-F_093","Fall",0.9997,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2419,"2023Ad_plus-F_094","Fall",0.9997,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2420,"2023Ad_plus-F_095","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2421,"2023Ad_plus-F_096","LateFall",0.6783,"Fall",0.3217,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2422,"2023Ad_plus-F_097","Fall",0.5788,"LateFall",0.4212,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2423,"2023Ad_plus-F_098","Fall",0.9972,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2424,"2023Ad_plus-F_099","Fall",0.9861,"Spring",0.0137,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2425,"2023Ad_plus-F_100","Fall",0.9985,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2426,"2023Ad_plus-F_101","Fall",0.9991,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2427,"2023Ad_plus-F_102","Fall",0.9968,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2428,"2023Ad_plus-F_103","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2429,"2023Ad_plus-F_104","Fall",0.9968,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2430,"2023Ad_plus-F_105","Fall",0.8414,"LateFall",0.1585,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2431,"2023Ad_plus-F_106","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2432,"2023Ad_plus-F_107","Fall",0.9726,"Spring",0.0169,"3rd Best Estimate LF; Probability 0.0104","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2433,"2023Ad_plus-F_108","Fall",0.9993,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2434,"2023Ad_plus-F_109","Fall",0.9987,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2435,"2023Ad_plus-F_110","Fall",0.9888,"LateFall",0.0112,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2436,"2023Ad_plus-F_111","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2437,"2023Ad_plus-F_112","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2438,"2023Ad_plus-F_113","Fall",0.9967,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2439,"2023Ad_plus-F_114","Fall",0.9275,"LateFall",0.0723,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2440,"2023Ad_plus-F_115","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2441,"2023Ad_plus-F_116","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2442,"2023Ad_plus-F_117","Fall",0.9957,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2443,"2023Ad_plus-F_118","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2444,"2023Ad_plus-F_119","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2445,"2023Ad_plus-F_120","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2446,"2023Ad_plus-F_121","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2447,"2023Ad_plus-F_122","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2448,"2023Ad_plus-F_123","Fall",0.6634,"Spring",0.3365,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2449,"2023Ad_plus-F_124","Fall",0.9997,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2450,"2023Ad_plus-F_125","LateFall",0.8499,"Fall",0.1499,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2451,"2023Ad_plus-F_126","Fall",0.771,"LateFall",0.2282,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2452,"2023Ad_plus-F_127","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2453,"2023Ad_plus-F_128","Fall",0.9996,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2454,"2023Ad_plus-F_129","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2455,"2023Ad_plus-F_130","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2456,"2023Ad_plus-F_131","Fall",0.9359,"LateFall",0.0641,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2457,"2023Ad_plus-F_132","Fall",0.9776,"Spring",0.0224,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2458,"2023Ad_plus-F_133","Fall",0.9994,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2459,"2023Ad_plus-F_134","Fall",0.9982,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2460,"2023Ad_plus-F_135","Fall",0.9995,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2461,"2023Ad_plus-F_136","Fall",0.9904,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2462,"2023Ad_plus-F_137","Fall",0.7899,"LateFall",0.2101,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2463,"2023Ad_plus-F_138","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2464,"2023Ad_plus-F_139","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2465,"2023Ad_plus-F_140","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2466,"2023Ad_plus-F_141","Spring",0.8199,"Fall",0.1798,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2467,"2023Ad_plus-F_142","LateFall",0.5715,"Fall",0.4285,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2468,"2023Ad_plus-F_143","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2469,"2023Ad_plus-F_144","Spring",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2470,"2023Ad_plus-F_145","Fall",0.9933,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2471,"2023Ad_plus-F_146","Fall",0.9999,"n/p",0,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2472,"2023Ad_plus-F_147","Fall",0.976,"Spring",0.0195,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2473,"2023Ad_plus-F_148","Fall",0.995,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2474,"2023Ad_plus-F_149","Fall",1,"n/p",NA,"I do not know how to find and fix this one-2/6/2026 CNB","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2475,"2023Ad_plus-F_150","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2476,"2023Ad_plus-F_151","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2477,"2023Ad_plus-F_152","Fall",0.9997,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2478,"2023Ad_plus-F_153","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2479,"2023Ad_plus-F_154","Fall",0.9855,"Spring",0.013,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2480,"2023Ad_plus-F_155","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2481,"2023Ad_plus-F_156","Fall",0.8261,"LateFall",0.164,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2482,"2023Ad_plus-F_157","Fall",0.9986,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2483,"2023Ad_plus-F_158","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2484,"2023Ad_plus-F_159","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2485,"2023Ad_plus-F_160","Fall",0.9994,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2486,"2023Ad_plus-F_161","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2487,"2023Ad_plus-F_162","Fall",0.9984,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2488,"2023Ad_plus-F_163","Fall",0.9973,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2489,"2023Ad_plus-F_164","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2490,"2023Ad_plus-F_165","Fall",0.9921,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2491,"2023Ad_plus-F_166","Fall",0.9405,"LateFall",0.0586,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2492,"2023Ad_plus-F_167","LateFall",0.955,"Fall",0.045,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2493,"2023Ad_plus-F_168","Fall",0.5325,"LateFall",0.4675,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2494,"2023Ad_plus-F_169","LateFall",0.8573,"Fall",0.1426,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2495,"2023Ad_plus-F_170","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2496,"2023Ad_plus-F_171","Fall",0.9929,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2497,"2023Ad_plus-F_172","Fall",0.5128,"LateFall",0.4862,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2498,"2023Ad_plus-F_173","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2499,"2023Ad_plus-F_174","Fall",0.6191,"LateFall",0.3794,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2500,"2023Ad_plus-F_175","Fall",0.9986,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2501,"2023Ad_plus-F_176","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2502,"2023Ad_plus-F_177","LateFall",0.8209,"Fall",0.1791,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2503,"2023Ad_plus-F_178","Fall",0.7764,"LateFall",0.2234,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2504,"2023Ad_plus-F_179","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2505,"2023Ad_plus-F_180","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2506,"2023Ad_plus-F_181","Fall",0.9998,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2507,"2023Ad_plus-F_182","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2508,"2023Ad_plus-F_183","Fall",0.9775,"LateFall",0.0221,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2509,"2023Ad_plus-F_184","Fall",0.9999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2510,"2023Ad_plus-F_185","Fall",0.9209,"Spring",0.0782,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2511,"2023Ad_plus-F_186","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2512,"2023AD_plus-F_187","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2513,"2023Ad_plus-F_188","Fall",0.9997,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2514,"2023Ad_plus-F_189","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2515,"2023Ad_plus-F_190","Fall",0.9831,"LateFall",0.0168,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2516,"2023Ad_plus-F_191","LateFall",0.7526,"Fall",0.2474,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2517,"2023Ad_plus-F_192","Fall",1,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2518,"2023Ad_plus-F_193","Fall",0.9953,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2519,"2023Ad_plus-F_194","Fall",0.999,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2520,"2023Ad_plus-F_195","n/p",0,"n/p",0,NA,"Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2521,"2023Ad_plus-F_196","LateFall",0.9929,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2522,"2023Ad_plus-F_197","Fall",0.9975,"n/p",NA,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2523,"2023Ad_plus-F_198","Fall",0.9526,"Spring",0.0461,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
2524,"2023Ad_plus-F_199","Fall",0.9808,"Spring",0.0174,"","Please contact Mariah Meek (mhmeek@msu.edu) if you wish to share or publish any salmonid genetics data",NA
